Title,URL,Listing Type,Base Price,Discount,Original Price,Monthly Rent,Service Charges,Utility Charges,Administrative Fee,Refundable Deposit,Raw Characteristics
"Recreational property to rent• 5 ložnic without real estateBrod nad Dyjí, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/722883-nabidka-pronajem-chaty-chalupy-brod-nad-dyji,Sale,,,,,,,,,"{""Name"": ""Chata u Pálavy II"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Brod nad Dyjí"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""5 až 12 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateBenecko - Horní Štěpanice, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/866418-nabidka-pronajem-chaty-chalupy-benecko-rychlov,Sale,,,,,,,,,"{""Name"": ""Chata Poustka"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Benecko - Rychlov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateHradec nad Moravicí - Žimrovice, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/675643-nabidka-pronajem-chaty-chalupy-hradec-nad-moravici-zimrovice,Sale,,,,,,,,,"{""Name"": ""Chata Žimrovice"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Hradec nad Moravicí - Žimrovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateKoberovy - Besedice, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/786700-nabidka-pronajem-chaty-chalupy-besedice,Sale,,,,,,,,,"{""Name"": ""Apartmány pod skálou"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Besedice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 9 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateChotilsko - Křeničná, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/676633-nabidka-pronajem-chaty-chalupy-stara-zivohost,Sale,,,,,,,,,"{""Name"": ""Zrekonstruovaná chata na Slapech"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Stará Živohošť"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 7 ložnic without real estateKunčice pod Ondřejníkem, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/702201-nabidka-pronajem-chaty-chalupy-kuncice-pod-ondrejnikem,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronajmutí"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Kunčice pod Ondřejníkem"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 27 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateFrýdek-Místek - Skalice u Frýdku-Místku, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/702652-nabidka-pronajem-chaty-chalupy-skalice,Sale,,,,,,,,,"{""Name"": ""Dobrá chajda v Dobré"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Skalice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 5 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateOstružná - Ostružná, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/834653-nabidka-pronajem-chaty-chalupy-ramzova,Sale,,,,,,,,,"{""Name"": ""Chata Zahálka"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Ramzová"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 21 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 3 ložnice without real estateVidochov - Stupná, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/674248-nabidka-pronajem-chaty-chalupy-stupna,Sale,,,,,,,,,"{""Name"": ""Poloroubená chalupa u lesa"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Stupná"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateLoučná nad Desnou - Přemyslov, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/702653-nabidka-pronajem-chaty-chalupy-kouty-nad-desnou,Sale,,,,,,,,,"{""Name"": ""Chata K4"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Kouty nad Desnou"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 13 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 7 ložnic without real estateVápenná, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/774009-nabidka-pronajem-chaty-chalupy-vapenna,Sale,,,,,,,,,"{""Name"": ""Chalupa Průzračný potok"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Vápenná"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 40 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateČeský Rudolec - Matějovec, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/788286-nabidka-pronajem-chaty-chalupy-matejovec-u-ceskeho-rudolce,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronajmutí"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Matějovec u Českého Rudolce"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 7 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateLoučná nad Desnou - Rejhotice, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/702218-nabidka-pronajem-chaty-chalupy-loucna-nad-desnou-rejhotice,Sale,,,,,,,,,"{""Name"": ""Pronájem chalupy"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Loučná nad Desnou - Rejhotice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""4 až 18 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 3 ložnice without real estateKrálíky - Dolní Boříkovice, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/702856-nabidka-pronajem-chaty-chalupy-dolni-borikovice,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronajmutí"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Dolní Boříkovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 5 ložnic without real estatePrachatice - Libínské Sedlo, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/675242-nabidka-pronajem-chaty-chalupy-libinske-sedlo,Sale,,,,,,,,,"{""Name"": ""Chalupa Ambra"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Libínské Sedlo"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 19 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateLipová-lázně - Dolní Lipová, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/702204-nabidka-pronajem-chaty-chalupy-lipova-lazne,Sale,,,,,,,,,"{""Name"": ""Ubytování u Bechynských"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Lipová-lázně"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 7 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateHostěnice, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/676581-nabidka-pronajem-chaty-chalupy-hostenice,Sale,,,,,,,,,"{""Name"": ""GOLD VALLEY - stylový domeček v malebném údolí"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Hostěnice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateZlaté Hory - Horní Údolí, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/674812-nabidka-pronajem-chaty-chalupy-zlate-hory-horni-udoli,Sale,,,,,,,,,"{""Name"": ""Chalupa na pohodu"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Zlaté Hory - Horní Údolí"", ""Wi-fi"": ""ne"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 9 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateKašperské Hory - Dolní Dvorce u Kašperských Hor, Plzeňský Region",https://www.bezrealitky.com/properties-flats-houses/675302-nabidka-pronajem-chaty-chalupy-kasperske-hory-trnov,Sale,,,,,,,,,"{""Name"": ""Chaloupka"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Kašperské Hory - Trnov"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 5 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateHorní Bečva, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/762166-nabidka-pronajem-chaty-chalupy-horni-becva,Sale,,,,,,,,,"{""Name"": ""Chata na břehu Bukovin"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Horní Bečva"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateDeštné v Orlických horách - Deštné v Orlických horách, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/851520-nabidka-pronajem-chaty-chalupy-destne-v-orlickych-horach,Sale,,,,,,,,,"{""Name"": ""U Donátů"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Deštné v Orlických horách"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateLibín, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/683698-nabidka-pronajem-chaty-chalupy-spoli,Sale,,,,,,,,,"{""Name"": ""Chata u Spolského rybníka"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Spolí"", ""Wi-fi"": ""ne"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateHejnice, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/789910-nabidka-pronajem-chaty-chalupy-hejnice-ferdinandov,Sale,,,,,,,,,"{""Name"": ""Chalupa Pod Vodopády"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Hejnice - Ferdinandov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""8 až 20 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateChuchelna - Lhota Komárov, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/674884-nabidka-pronajem-chaty-chalupy-chuchelna-lhota,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronajmutí"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Chuchelna - Lhota"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateLoučná nad Desnou - Kouty nad Desnou, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/701278-nabidka-pronajem-chaty-chalupy-kouty-nad-desnou,Sale,,,,,,,,,"{""Name"": ""Rezidence Kouty"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Kouty nad Desnou"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 17 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 2 ložnice without real estateNěmčičky u Hustopečí, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/674882-nabidka-pronajem-chaty-chalupy-nemcicky,Sale,,,,,,,,,"{""Name"": ""Chata k pronajmutí"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Němčičky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateChyše, Karlovarský Region",https://www.bezrealitky.com/properties-flats-houses/675782-nabidka-pronajem-chaty-chalupy-chyse,Sale,,,,,,,,,"{""Name"": ""Chata Chyše"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Chyše"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateOrličky, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/674367-nabidka-pronajem-chaty-chalupy-orlicky,Sale,,,,,,,,,"{""Name"": ""Chata Fialka"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Orličky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateMostek - Souvrať, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/748391-nabidka-pronajem-chaty-chalupy-dvoracky,Sale,,,,,,,,,"{""Name"": ""Chalupa Les Království"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Dvořáčky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateBožanov, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/701179-nabidka-pronajem-chaty-chalupy-bozanov,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronajmutí"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Božanov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 12 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateBrodek u Konice, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/676923-nabidka-pronajem-chaty-chalupy-brodek-u-konice,Sale,,,,,,,,,"{""Name"": ""Vesnická chalupa s wellness"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Brodek u Konice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 3 ložnice without real estateAlbrechtice v Jizerských horách, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/702843-nabidka-pronajem-chaty-chalupy-albrechtice-v-jizerskych-horach,Sale,,,,,,,,,"{""Name"": ""Rodinná horská chalupa"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Albrechtice v Jizerských horách"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 8 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateKrásná pod Lysou Horou, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/702479-nabidka-pronajem-chaty-chalupy-krasna,Sale,,,,,,,,,"{""Name"": ""Osada Klidu"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Krásná"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 25 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateRovensko pod Troskami - Rovensko pod Troskami, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/850510-nabidka-pronajem-chaty-chalupy-rovensko-pod-troskami,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronájmu"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Rovensko pod Troskami"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateVolary, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/674301-nabidka-pronajem-chaty-chalupy-volary,Sale,,,,,,,,,"{""Name"": ""Ubytování u Pátků"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Volary"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 7 ložnic without real estateVacov - Javorník u Stach, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/674312-nabidka-pronajem-chaty-chalupy-javornik,Sale,,,,,,,,,"{""Name"": ""Chata Javorina"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Javorník"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 24 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateLoučná nad Desnou - Kouty nad Desnou, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/702893-nabidka-pronajem-chaty-chalupy-kouty-nad-desnou,Sale,,,,,,,,,"{""Name"": ""Chaloupka Kouty"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Kouty nad Desnou"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateLázně Bělohrad - Dolní Javoří, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/786821-nabidka-pronajem-chaty-chalupy-dolni-javori,Sale,,,,,,,,,"{""Name"": ""Jedna Chalupa"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Dolní Javoří"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 5 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateSuchdol nad Lužnicí - Klikov, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/701518-nabidka-pronajem-chaty-chalupy-frantiskov-u-suchodla-nad-luznici,Sale,,,,,,,,,"{""Name"": ""Ubytování u Kotrbů"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Františkov u Suchodla nad Lužnicí"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateČerná v Pošumaví, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/702267-nabidka-pronajem-chaty-chalupy-cerna-v-posumavi-planicka,Sale,,,,,,,,,"{""Name"": ""Chalupa Lipno"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Černá v Pošumaví - Plánička"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateBoží Dar, Karlovarský Region",https://www.bezrealitky.com/properties-flats-houses/718696-nabidka-pronajem-chaty-chalupy-bozi-dar,Sale,,,,,,,,,"{""Name"": ""Chata Kandahar"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Boží Dar"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 19 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateDolní Dunajovice, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/674214-nabidka-pronajem-chaty-chalupy-dolni-dunajovice,Sale,,,,,,,,,"{""Name"": ""Ubytování Pálava"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Dolní Dunajovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateDešenice - Městiště u Děpoltic, Plzeňský Region",https://www.bezrealitky.com/properties-flats-houses/676337-nabidka-pronajem-chaty-chalupy-mestiste,Sale,,,,,,,,,"{""Name"": ""Chata k pronajmutí"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Městiště"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateDublovice - Líchovy, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/675816-nabidka-pronajem-chaty-chalupy-lichovy,Sale,,,,,,,,,"{""Name"": ""Chata Zrůbek - Slapy"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Líchovy"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateLuhačovice, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/759645-nabidka-pronajem-chaty-chalupy-luhacovice,Sale,,,,,,,,,"{""Name"": ""Chata nad lázeňským údolím"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Luhačovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 2 ložnice without real estateČeložnice, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/702542-nabidka-pronajem-chaty-chalupy-celoznice,Sale,,,,,,,,,"{""Name"": ""Pronájem chaty"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Čeložnice"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 5 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateStaré Město pod Landštejnem - Pomezí pod Landštejnem, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/828468-nabidka-pronajem-chaty-chalupy-pomezi-pod-landstejnem,Sale,,,,,,,,,"{""Name"": ""Chalupa v podhradí"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Pomezí pod Landštejnem"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 11 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
